Commodity,Commodity_ID,Year,Month,Price,Arrivals
Gram,1,2011,January,2512.58,65312.41
Gram,1,2011,February,2459.12,111399.72
Gram,1,2011,March,2362.3,178474.35
Gram,1,2011,April,2238.35,269449.75
Gram,1,2011,May,2470.33,235942.49
Gram,1,2011,June,2462.85,114020.76
Gram,1,2011,July,2675.33,73033.46
Gram,1,2011,August,2814.59,59812.95
Gram,1,2011,September,3193.71,56961.74
Gram,1,2011,October,3893.99,3541294.72
Gram,1,2011,November,3616.18,43868.46
Gram,1,2011,December,3379.27,30114.45
Gram,1,2012,January,3317.42,55604.55
Gram,1,2012,February,3347.92,108896.29
Gram,1,2012,March,3354.05,181582.52
Gram,1,2012,April,3379.47,246730.77
Gram,1,2012,May,3936.7,178623.44
Gram,1,2012,June,4049.46,120850.93
Gram,1,2012,July,4483.03,73705.08
Gram,1,2012,August,4766.65,36168.18
Gram,1,2012,September,4673.57,42379.76
Gram,1,2012,October,4526.45,58324.87
Gram,1,2012,November,4488.76,49756.98
Gram,1,2012,December,4373.31,44741.55
Gram,1,2013,January,3834.32,73113.27
Gram,1,2013,February,3411.86,147569.81
Gram,1,2013,March,3246.01,209009.7
Gram,1,2013,April,3313.38,400804.77
Gram,1,2013,May,3228.58,267099.62
Gram,1,2013,June,3084.61,168976.54
Gram,1,2013,July,3043.6,80978.9
Gram,1,2013,August,3005.94,68496.05
Gram,1,2013,September,2782.06,94097.07
Gram,1,2013,October,2909.69,101481.85
Gram,1,2013,November,2843.4,95190.07
Gram,1,2013,December,2777.24,69494.57
Gram,1,2014,January,2871.99,84723.98
Gram,1,2014,February,2882.65,165886.97
Gram,1,2014,March,3176.28,281601.27
Gram,1,2014,April,2771.46,387525.83
Gram,1,2014,May,2709.49,306207.4
Gram,1,2014,June,2581.14,177703.89
Gram,1,2014,July,2728.0,107987.07
Gram,1,2014,August,2864.01,91382.12
Gram,1,2014,September,3014.42,75310.83
Gram,1,2014,October,3001.45,66786.16
Gram,1,2014,November,3027.62,65385.57
Gram,1,2014,December,3150.31,61987.33
Gram,1,2015,January,3363.3,207337.04
Gram,1,2015,February,3485.13,214236.22
Gram,1,2015,March,3455.02,131978.64
Gram,1,2015,April,3661.59,234584.79
Gram,1,2015,May,4273.21,135134.77
Gram,1,2015,June,4312.78,86093.15
Gram,1,2015,July,4344.0,52895.39
Gram,1,2015,August,4550.09,49745.59
Gram,1,2015,September,4826.29,37367.61
Gram,1,2015,October,4900.44,46247.97
Gram,1,2015,November,4558.26,44293.28
Gram,1,2015,December,5005.06,34676.3
Gram,1,2016,January,4615.35,73759.7
Gram,1,2016,February,4318.62,170918.77
Gram,1,2016,March,4344.43,292977.78
Gram,1,2016,April,5078.36,368696.27
Gram,1,2016,May,5582.8,255879.68
Gram,1,2016,June,6270.01,148236.98
Gram,1,2016,July,7564.98,59390.7
Gram,1,2016,August,7281.71,35167.93
Gram,1,2016,September,7639.23,78955.5
Gram,1,2016,October,9096.33,68367.18
Gram,1,2016,November,9046.0,32115.48
Gram,1,2016,December,9101.24,28738.76
Gram,1,2017,January,7553.69,39194.47
Gram,1,2017,February,5281.25,150937.54
Gram,1,2017,March,5226.54,432788.78
Gram,1,2017,April,5585.88,448792.84
Gram,1,2017,May,5329.56,376386.42
Gram,1,2017,June,5127.91,166931.45
Gram,1,2017,July,5032.07,171001.0
Gram,1,2017,August,5257.96,135301.32
Gram,1,2017,September,5585.09,99854.38
Gram,1,2017,October,5084.68,106939.07
Gram,1,2017,November,4712.38,150875.35
Gram,1,2017,December,4321.21,100992.36
Gram,1,2018,January,3997.7,121443.88
Gram,1,2018,February,3801.25,263397.29
Gram,1,2018,March,3590.15,383653.78
Gram,1,2018,April,3531.53,604428.23
Gram,1,2018,May,3703.59,1182258.97
Gram,1,2018,June,3560.34,542963.49
Gram,1,2018,July,3759.3,206122.48
Gram,1,2018,August,3968.93,143615.72
Gram,1,2018,September,3849.36,122404.95
Gram,1,2018,October,3842.23,189598.81
Gram,1,2018,November,4146.26,129053.19
Gram,1,2018,December,4154.07,131311.51
Gram,1,2019,January,4389.97,107058.68
Gram,1,2019,February,4172.99,189700.17
Gram,1,2019,March,3982.83,443957.88
Gram,1,2019,April,4083.77,748323.39
Gram,1,2019,May,4263.61,573930.65
Gram,1,2019,June,4142.64,285272.58
Gram,1,2019,July,4084.07,177914.43
Gram,1,2019,August,4171.78,151168.44
Gram,1,2019,September,4170.0,115571.9
Gram,1,2019,October,4244.83,134095.88
Gram,1,2019,November,4196.34,169848.77
Gram,1,2019,December,4158.04,122716.27
Gram,1,2020,January,4101.36,94257.23
Gram,1,2020,February,3997.31,117163.86
Gram,1,2020,March,3773.83,202910.14
Gram,1,2020,April,4047.18,127814.21
Gram,1,2020,May,4036.92,306759.59
Gram,1,2020,June,4144.61,346393.27
Gram,1,2020,July,4028.0,148173.69
Gram,1,2020,August,4191.15,109692.58
Gram,1,2020,September,4752.86,85252.93
Gram,1,2020,October,5004.65,84335.76
Gram,1,2020,November,4800.4,67220.69
Gram,1,2020,December,4586.19,59231.17
Gram,1,2021,January,4574.38,49251.92
Gram,1,2021,February,4493.97,198956.93
Gram,1,2021,March,4655.5,612895.59
Gram,1,2021,April,5026.63,398073.55
Gram,1,2021,May,4942.52,123097.67
Gram,1,2021,June,4762.12,243626.02
Gram,1,2021,July,4636.57,124041.34
Gram,1,2021,August,4845.39,103663.17
Gram,1,2021,September,5067.08,95477.77
Gram,1,2021,October,4863.39,92184.76
Gram,1,2021,November,4747.85,113170.93
Gram,1,2021,December,4681.86,96545.23
Gram,1,2022,January,5045.61,96682.68
Gram,1,2022,February,4701.9,168042.36
Gram,1,2022,March,4661.3,501862.91
Gram,1,2022,April,4707.32,575231.61
Gram,1,2022,May,4611.45,361710.22
Gram,1,2022,June,4586.79,244963.28
Gram,1,2022,July,4724.18,158290.42
Gram,1,2022,August,4858.98,109579.34
Gram,1,2022,September,4782.95,94409.45
Gram,1,2022,October,4785.92,84909.2
Gram,1,2022,November,4730.7,112780.59
Gram,1,2022,December,4861.69,103817.34
Gram,1,2023,January,4947.24,75925.71
Gram,1,2023,February,4854.21,246688.66
Gram,1,2023,March,4817.9,443532.25
Gram,1,2023,April,4943.29,344746.83
Gram,1,2023,May,4987.97,258226.04
Gram,1,2023,June,5094.95,148917.4
Gram,1,2023,July,5142.73,101590.41
Gram,1,2023,August,5584.09,86862.23
Gram,1,2023,September,6069.63,68009.71
Gram,1,2023,October,5991.57,83510.3
Gram,1,2023,November,6178.54,55078.0
Gram,1,2023,December,6032.89,41888.0
Gram,1,2024,January,5962.0,45480.79
Gram,1,2024,February,5830.25,177652.69
Gram,1,2024,March,5512.9,448213.7
Gram,1,2024,April,5708.58,365828.3
Gram,1,2024,May,6153.29,249459.26
Gram,1,2024,June,6569.45,108861.07
Gram,1,2024,July,6563.34,82851.88
Gram,1,2024,August,7294.43,104462.89
Gram,1,2024,September,7194.19,83240.05
Gram,1,2024,October,7047.93,51388.58
Gram,1,2024,November,,
Gram,1,2024,December,,
Groundnut,3,2011,January,2843.23,400749.16
Groundnut,3,2011,February,3404.73,465084.47
Groundnut,3,2011,March,3614.78,324028.46
Groundnut,3,2011,April,3748.68,159418.97
Groundnut,3,2011,May,3700.31,111673.87
Groundnut,3,2011,June,3697.21,158047.83
Groundnut,3,2011,July,3890.82,48895.53
Groundnut,3,2011,August,3949.62,33937.92
Groundnut,3,2011,September,3382.17,50342.2
Groundnut,3,2011,October,2926.31,324252.32
Groundnut,3,2011,November,2914.28,680208.99
Groundnut,3,2011,December,3266.36,273787.45
Groundnut,3,2012,January,3887.28,70451.46
Groundnut,3,2012,February,4086.41,120100.43
Groundnut,3,2012,March,4437.04,127344.94
Groundnut,3,2012,April,4447.2,76981.13
Groundnut,3,2012,May,4497.35,65060.77
Groundnut,3,2012,June,4409.15,127080.26
Groundnut,3,2012,July,4554.13,58603.58
Groundnut,3,2012,August,5406.48,18563.89
Groundnut,3,2012,September,4789.69,18044.08
Groundnut,3,2012,October,4778.92,132394.74
Groundnut,3,2012,November,4944.19,180632.79
Groundnut,3,2012,December,4976.26,131128.67
Groundnut,3,2013,January,4679.47,91861.32
Groundnut,3,2013,February,4545.81,116356.15
Groundnut,3,2013,March,4524.46,85426.88
Groundnut,3,2013,April,4610.38,59649.15
Groundnut,3,2013,May,4717.29,56725.31
Groundnut,3,2013,June,4129.99,129185.89
Groundnut,3,2013,July,3758.85,73754.91
Groundnut,3,2013,August,3428.74,31528.27
Groundnut,3,2013,September,3395.26,43836.17
Groundnut,3,2013,October,3454.02,195172.18
Groundnut,3,2013,November,3547.11,288638.97
Groundnut,3,2013,December,3355.83,393232.33
Groundnut,3,2014,January,3291.36,255696.52
Groundnut,3,2014,February,3270.65,205492.1
Groundnut,3,2014,March,3430.34,212259.96
Groundnut,3,2014,April,3548.54,169680.65
Groundnut,3,2014,May,3613.58,222172.18
Groundnut,3,2014,June,3438.56,241682.15
Groundnut,3,2014,July,3726.35,203753.67
Groundnut,3,2014,August,3749.88,98408.66
Groundnut,3,2014,September,3706.79,79728.02
Groundnut,3,2014,October,3928.7,189526.92
Groundnut,3,2014,November,3698.29,327488.8
Groundnut,3,2014,December,3599.96,214685.81
Groundnut,3,2015,January,4036.07,192186.56
Groundnut,3,2015,February,4514.76,203419.92
Groundnut,3,2015,March,4564.64,69133.31
Groundnut,3,2015,April,4633.55,46463.61
Groundnut,3,2015,May,4769.86,46389.11
Groundnut,3,2015,June,5258.93,62321.46
Groundnut,3,2015,July,5441.36,31976.04
Groundnut,3,2015,August,5925.33,20500.52
Groundnut,3,2015,September,5355.38,28913.58
Groundnut,3,2015,October,4220.02,192777.2
Groundnut,3,2015,November,4033.1,203117.82
Groundnut,3,2015,December,4496.02,282532.02
Groundnut,3,2016,January,4316.6,98675.28
Groundnut,3,2016,February,4501.98,87027.39
Groundnut,3,2016,March,4845.75,47656.73
Groundnut,3,2016,April,5234.43,41138.96
Groundnut,3,2016,May,5421.5,47177.73
Groundnut,3,2016,June,5659.86,58708.14
Groundnut,3,2016,July,5785.48,35670.38
Groundnut,3,2016,August,5028.0,18955.36
Groundnut,3,2016,September,4294.23,34739.07
Groundnut,3,2016,October,4258.41,180953.44
Groundnut,3,2016,November,4055.91,194633.3
Groundnut,3,2016,December,4106.47,219141.03
Groundnut,3,2017,January,4248.32,134129.62
Groundnut,3,2017,February,4459.39,125881.98
Groundnut,3,2017,March,4925.8,106497.69
Groundnut,3,2017,April,4800.92,47452.57
Groundnut,3,2017,May,4469.44,48183.4
Groundnut,3,2017,June,4163.44,58160.74
Groundnut,3,2017,July,3889.58,43544.66
Groundnut,3,2017,August,3217.36,56005.39
Groundnut,3,2017,September,3500.08,44540.41
Groundnut,3,2017,October,3818.4,150682.3
Groundnut,3,2017,November,3721.09,278529.3
Groundnut,3,2017,December,3731.88,198510.39
Groundnut,3,2018,January,3781.7,112459.13
Groundnut,3,2018,February,3946.42,102873.34
Groundnut,3,2018,March,3922.97,89607.07
Groundnut,3,2018,April,3662.76,50233.34
Groundnut,3,2018,May,3581.23,54573.45
Groundnut,3,2018,June,3645.76,61214.44
Groundnut,3,2018,July,3531.39,36791.2
Groundnut,3,2018,August,3788.29,29109.63
Groundnut,3,2018,September,3934.84,31184.84
Groundnut,3,2018,October,4255.23,174225.62
Groundnut,3,2018,November,4148.47,218586.49
Groundnut,3,2018,December,4036.36,182068.16
Groundnut,3,2019,January,4074.07,168834.46
Groundnut,3,2019,February,4273.09,156144.26
Groundnut,3,2019,March,4359.3,77789.39
Groundnut,3,2019,April,4554.56,41225.72
Groundnut,3,2019,May,4895.36,35744.08
Groundnut,3,2019,June,5126.44,37650.66
Groundnut,3,2019,July,5001.83,62169.98
Groundnut,3,2019,August,4956.88,33523.52
Groundnut,3,2019,September,5212.49,37817.28
Groundnut,3,2019,October,4877.05,180138.57
Groundnut,3,2019,November,4457.01,371047.52
Groundnut,3,2019,December,4413.02,270177.1
Groundnut,3,2020,January,4681.83,168536.42
Groundnut,3,2020,February,5004.93,99065.43
Groundnut,3,2020,March,5265.05,48070.53
Groundnut,3,2020,April,5362.43,16677.51
Groundnut,3,2020,May,5281.78,37424.52
Groundnut,3,2020,June,5330.76,77113.15
Groundnut,3,2020,July,4888.98,58434.58
Groundnut,3,2020,August,4563.36,33000.17
Groundnut,3,2020,September,4066.26,65879.05
Groundnut,3,2020,October,4766.04,263325.84
Groundnut,3,2020,November,4716.98,244262.11
Groundnut,3,2020,December,4762.78,218455.79
Groundnut,3,2021,January,5106.83,132045.0
Groundnut,3,2021,February,5549.49,96181.84
Groundnut,3,2021,March,5843.94,74427.79
Groundnut,3,2021,April,5518.03,87068.59
Groundnut,3,2021,May,5316.58,37460.77
Groundnut,3,2021,June,5157.61,85237.66
Groundnut,3,2021,July,5012.44,120151.58
Groundnut,3,2021,August,5623.13,64560.93
Groundnut,3,2021,September,5751.18,23120.91
Groundnut,3,2021,October,5537.89,228820.85
Groundnut,3,2021,November,5494.19,305374.68
Groundnut,3,2021,December,5434.32,283519.42
Groundnut,3,2022,January,5501.53,158939.91
Groundnut,3,2022,February,5557.89,152633.79
Groundnut,3,2022,March,5876.18,100048.14
Groundnut,3,2022,April,5852.25,69815.06
Groundnut,3,2022,May,5708.83,68997.03
Groundnut,3,2022,June,5858.17,160073.15
Groundnut,3,2022,July,5562.49,210206.03
Groundnut,3,2022,August,5568.3,168307.93
Groundnut,3,2022,September,5929.57,71867.41
Groundnut,3,2022,October,6013.75,209919.92
Groundnut,3,2022,November,5629.79,518408.89
Groundnut,3,2022,December,5910.28,261366.82
Groundnut,3,2023,January,6395.67,160475.91
Groundnut,3,2023,February,6733.8,140928.12
Groundnut,3,2023,March,6970.11,105235.39
Groundnut,3,2023,April,6560.47,74961.64
Groundnut,3,2023,May,6564.18,65393.38
Groundnut,3,2023,June,6525.52,118518.09
Groundnut,3,2023,July,6714.19,166692.84
Groundnut,3,2023,August,6464.2,173008.15
Groundnut,3,2023,September,6680.84,78835.05
Groundnut,3,2023,October,6385.14,390412.09
Groundnut,3,2023,November,6332.61,262936.74
Groundnut,3,2023,December,6341.85,175932.0
Groundnut,3,2024,January,6288.7,120479.09
Groundnut,3,2024,February,6274.26,181527.13
Groundnut,3,2024,March,6399.47,129869.34
Groundnut,3,2024,April,6189.12,66803.76
Groundnut,3,2024,May,6055.66,97506.68
Groundnut,3,2024,June,6039.74,134036.43
Groundnut,3,2024,July,5531.81,162706.69
Groundnut,3,2024,August,5573.7,186588.24
Groundnut,3,2024,September,5452.67,172095.95
Groundnut,3,2024,October,5649.29,215395.87
Groundnut,3,2024,November,,
Groundnut,3,2024,December,,
Masur/Lentil (Dal/Split),5,2011,January,3378.38,22643.83
Masur/Lentil (Dal/Split),5,2011,February,3827.41,14858.97
Masur/Lentil (Dal/Split),5,2011,March,3222.41,25873.53
Masur/Lentil (Dal/Split),5,2011,April,3350.05,33633.6
Masur/Lentil (Dal/Split),5,2011,May,3155.7,24465.39
Masur/Lentil (Dal/Split),5,2011,June,3182.81,17783.61
Masur/Lentil (Dal/Split),5,2011,July,3321.32,16164.47
Masur/Lentil (Dal/Split),5,2011,August,2737.51,23716.02
Masur/Lentil (Dal/Split),5,2011,September,2929.57,25482.83
Masur/Lentil (Dal/Split),5,2011,October,2957.4,17762.1
Masur/Lentil (Dal/Split),5,2011,November,2970.29,22432.02
Masur/Lentil (Dal/Split),5,2011,December,3034.14,21387.84
Masur/Lentil (Dal/Split),5,2012,January,3019.2,18025.59
Masur/Lentil (Dal/Split),5,2012,February,3168.73,16377.89
Masur/Lentil (Dal/Split),5,2012,March,3161.6,26931.67
Masur/Lentil (Dal/Split),5,2012,April,3374.9,27252.37
Masur/Lentil (Dal/Split),5,2012,May,3853.81,31398.4
Masur/Lentil (Dal/Split),5,2012,June,4360.38,19209.92
Masur/Lentil (Dal/Split),5,2012,July,4139.66,30967.88
Masur/Lentil (Dal/Split),5,2012,August,4079.37,18802.93
Masur/Lentil (Dal/Split),5,2012,September,4046.08,16482.53
Masur/Lentil (Dal/Split),5,2012,October,3997.03,16750.97
Masur/Lentil (Dal/Split),5,2012,November,3715.86,24154.99
Masur/Lentil (Dal/Split),5,2012,December,3976.81,19516.0
Masur/Lentil (Dal/Split),5,2013,January,4398.86,33228.77
Masur/Lentil (Dal/Split),5,2013,February,3996.74,23234.13
Masur/Lentil (Dal/Split),5,2013,March,3973.24,69243.63
Masur/Lentil (Dal/Split),5,2013,April,4433.09,62468.78
Masur/Lentil (Dal/Split),5,2013,May,4816.07,50840.8
Masur/Lentil (Dal/Split),5,2013,June,4556.1,41820.79
Masur/Lentil (Dal/Split),5,2013,July,4466.45,20727.47
Masur/Lentil (Dal/Split),5,2013,August,4545.69,15562.44
Masur/Lentil (Dal/Split),5,2013,September,4912.96,10712.24
Masur/Lentil (Dal/Split),5,2013,October,5250.54,6526.06
Masur/Lentil (Dal/Split),5,2013,November,5230.75,8671.95
Masur/Lentil (Dal/Split),5,2013,December,5347.17,6840.44
Masur/Lentil (Dal/Split),5,2014,January,5211.82,10788.39
Masur/Lentil (Dal/Split),5,2014,February,5014.19,11165.87
Masur/Lentil (Dal/Split),5,2014,March,4696.36,18904.16
Masur/Lentil (Dal/Split),5,2014,April,4933.51,16315.4
Masur/Lentil (Dal/Split),5,2014,May,5378.29,17434.61
Masur/Lentil (Dal/Split),5,2014,June,5700.45,14516.7
Masur/Lentil (Dal/Split),5,2014,July,5951.43,7940.63
Masur/Lentil (Dal/Split),5,2014,August,5776.34,4518.21
Masur/Lentil (Dal/Split),5,2014,September,5940.86,4353.1
Masur/Lentil (Dal/Split),5,2014,October,5954.3,2136.6
Masur/Lentil (Dal/Split),5,2014,November,6008.92,2387.05
Masur/Lentil (Dal/Split),5,2014,December,6239.56,2254.3
Masur/Lentil (Dal/Split),5,2015,January,6454.39,2233.1
Masur/Lentil (Dal/Split),5,2015,February,6587.75,1864.2
Masur/Lentil (Dal/Split),5,2015,March,5336.31,5302.9
Masur/Lentil (Dal/Split),5,2015,April,6613.19,3616.6
Masur/Lentil (Dal/Split),5,2015,May,7689.51,2151.0
Masur/Lentil (Dal/Split),5,2015,June,7676.44,1369.0
Masur/Lentil (Dal/Split),5,2015,July,7498.12,2136.0
Masur/Lentil (Dal/Split),5,2015,August,8152.59,2045.0
Masur/Lentil (Dal/Split),5,2015,September,8162.95,2023.0
Masur/Lentil (Dal/Split),5,2015,October,7879.75,2408.0
Masur/Lentil (Dal/Split),5,2015,November,7546.36,3053.0
Masur/Lentil (Dal/Split),5,2015,December,6851.47,2506.0
Masur/Lentil (Dal/Split),5,2016,January,6174.45,2478.0
Masur/Lentil (Dal/Split),5,2016,February,5744.4,2189.0
Masur/Lentil (Dal/Split),5,2016,March,5779.32,2496.0
Masur/Lentil (Dal/Split),5,2016,April,6388.62,2329.0
Masur/Lentil (Dal/Split),5,2016,May,6778.65,1975.0
Masur/Lentil (Dal/Split),5,2016,June,6649.55,2119.0
Masur/Lentil (Dal/Split),5,2016,July,6848.79,1819.0
Masur/Lentil (Dal/Split),5,2016,August,7076.99,2418.4
Masur/Lentil (Dal/Split),5,2016,September,7260.45,4043.89
Masur/Lentil (Dal/Split),5,2016,October,7564.96,10332.6
Masur/Lentil (Dal/Split),5,2016,November,7531.03,16561.0
Masur/Lentil (Dal/Split),5,2016,December,7447.67,10412.4
Masur/Lentil (Dal/Split),5,2017,January,7447.81,4095.6
Masur/Lentil (Dal/Split),5,2017,February,7063.6,4623.1
Masur/Lentil (Dal/Split),5,2017,March,6548.4,5089.6
Masur/Lentil (Dal/Split),5,2017,April,6448.13,12103.0
Masur/Lentil (Dal/Split),5,2017,May,6253.87,8136.2
Masur/Lentil (Dal/Split),5,2017,June,5750.64,3876.7
Masur/Lentil (Dal/Split),5,2017,July,5490.76,3896.36
Masur/Lentil (Dal/Split),5,2017,August,5714.74,5448.63
Masur/Lentil (Dal/Split),5,2017,September,5894.93,5111.64
Masur/Lentil (Dal/Split),5,2017,October,5645.08,5740.1
Masur/Lentil (Dal/Split),5,2017,November,5406.29,6952.9
Masur/Lentil (Dal/Split),5,2017,December,5984.9,9451.5
Masur/Lentil (Dal/Split),5,2018,January,5658.1,9583.6
Masur/Lentil (Dal/Split),5,2018,February,5320.96,6444.3
Masur/Lentil (Dal/Split),5,2018,March,5552.62,10247.5
Masur/Lentil (Dal/Split),5,2018,April,5717.65,23766.78
Masur/Lentil (Dal/Split),5,2018,May,5559.5,18216.9
Masur/Lentil (Dal/Split),5,2018,June,5533.15,16002.1
Masur/Lentil (Dal/Split),5,2018,July,5498.91,20445.86
Masur/Lentil (Dal/Split),5,2018,August,5777.32,20428.24
Masur/Lentil (Dal/Split),5,2018,September,5710.81,20982.85
Masur/Lentil (Dal/Split),5,2018,October,5657.9,14580.95
Masur/Lentil (Dal/Split),5,2018,November,5524.14,8864.45
Masur/Lentil (Dal/Split),5,2018,December,5605.94,12385.01
Masur/Lentil (Dal/Split),5,2019,January,5761.4,12602.45
Masur/Lentil (Dal/Split),5,2019,February,5920.95,10108.4
Masur/Lentil (Dal/Split),5,2019,March,5955.37,13531.78
Masur/Lentil (Dal/Split),5,2019,April,5658.38,9696.94
Masur/Lentil (Dal/Split),5,2019,May,6018.31,10533.22
Masur/Lentil (Dal/Split),5,2019,June,6637.71,11967.18
Masur/Lentil (Dal/Split),5,2019,July,6678.25,13208.82
Masur/Lentil (Dal/Split),5,2019,August,6804.35,17210.02
Masur/Lentil (Dal/Split),5,2019,September,6728.4,16277.21
Masur/Lentil (Dal/Split),5,2019,October,6381.6,17333.13
Masur/Lentil (Dal/Split),5,2019,November,6546.27,13675.21
Masur/Lentil (Dal/Split),5,2019,December,6396.39,11064.78
Masur/Lentil (Dal/Split),5,2020,January,6330.83,5167.93
Masur/Lentil (Dal/Split),5,2020,February,6477.22,3298.82
Masur/Lentil (Dal/Split),5,2020,March,6100.36,3829.94
Masur/Lentil (Dal/Split),5,2020,April,6172.04,3080.61
Masur/Lentil (Dal/Split),5,2020,May,6138.92,3004.31
Masur/Lentil (Dal/Split),5,2020,June,6754.91,3063.05
Masur/Lentil (Dal/Split),5,2020,July,7215.99,2442.8
Masur/Lentil (Dal/Split),5,2020,August,7226.88,2154.44
Masur/Lentil (Dal/Split),5,2020,September,7235.43,2429.89
Masur/Lentil (Dal/Split),5,2020,October,7577.97,1767.95
Masur/Lentil (Dal/Split),5,2020,November,7377.27,2030.93
Masur/Lentil (Dal/Split),5,2020,December,7371.28,2345.58
Masur/Lentil (Dal/Split),5,2021,January,7371.76,2375.25
Masur/Lentil (Dal/Split),5,2021,February,7150.03,2771.95
Masur/Lentil (Dal/Split),5,2021,March,7213.74,2809.95
Masur/Lentil (Dal/Split),5,2021,April,7443.04,3423.18
Masur/Lentil (Dal/Split),5,2021,May,7853.87,2425.93
Masur/Lentil (Dal/Split),5,2021,June,7868.05,2699.9
Masur/Lentil (Dal/Split),5,2021,July,7815.16,3889.27
Masur/Lentil (Dal/Split),5,2021,August,8041.69,3779.64
Masur/Lentil (Dal/Split),5,2021,September,8476.61,3627.68
Masur/Lentil (Dal/Split),5,2021,October,8738.89,3871.72
Masur/Lentil (Dal/Split),5,2021,November,8658.05,3836.1
Masur/Lentil (Dal/Split),5,2021,December,8611.64,4361.01
Masur/Lentil (Dal/Split),5,2022,January,8599.14,4980.31
Masur/Lentil (Dal/Split),5,2022,February,8593.67,4217.58
Masur/Lentil (Dal/Split),5,2022,March,8300.2,5037.32
Masur/Lentil (Dal/Split),5,2022,April,8285.75,5333.42
Masur/Lentil (Dal/Split),5,2022,May,8287.77,5072.52
Masur/Lentil (Dal/Split),5,2022,June,8364.96,4878.97
Masur/Lentil (Dal/Split),5,2022,July,8457.34,5337.82
Masur/Lentil (Dal/Split),5,2022,August,8528.0,5343.93
Masur/Lentil (Dal/Split),5,2022,September,8656.81,7738.51
Masur/Lentil (Dal/Split),5,2022,October,8334.48,6432.82
Masur/Lentil (Dal/Split),5,2022,November,8570.22,7613.24
Masur/Lentil (Dal/Split),5,2022,December,8609.0,7342.71
Masur/Lentil (Dal/Split),5,2023,January,8437.29,7225.36
Masur/Lentil (Dal/Split),5,2023,February,8347.45,8081.62
Masur/Lentil (Dal/Split),5,2023,March,7737.62,8119.07
Masur/Lentil (Dal/Split),5,2023,April,8085.97,5541.34
Masur/Lentil (Dal/Split),5,2023,May,8219.43,7465.48
Masur/Lentil (Dal/Split),5,2023,June,8228.52,7226.4
Masur/Lentil (Dal/Split),5,2023,July,8405.47,7097.65
Masur/Lentil (Dal/Split),5,2023,August,8281.34,8199.74
Masur/Lentil (Dal/Split),5,2023,September,8725.39,6893.1
Masur/Lentil (Dal/Split),5,2023,October,8719.21,5892.14
Masur/Lentil (Dal/Split),5,2023,November,8632.52,6311.81
Masur/Lentil (Dal/Split),5,2023,December,8564.28,6732.29
Masur/Lentil (Dal/Split),5,2024,January,8760.91,6426.15
Masur/Lentil (Dal/Split),5,2024,February,8623.72,7431.8
Masur/Lentil (Dal/Split),5,2024,March,8735.7,7494.35
Masur/Lentil (Dal/Split),5,2024,April,9201.51,5470.8
Masur/Lentil (Dal/Split),5,2024,May,9268.75,6459.6
Masur/Lentil (Dal/Split),5,2024,June,8877.21,6802.75
Masur/Lentil (Dal/Split),5,2024,July,8865.65,7920.27
Masur/Lentil (Dal/Split),5,2024,August,8916.99,8528.24
Masur/Lentil (Dal/Split),5,2024,September,8738.04,9880.16
Masur/Lentil (Dal/Split),5,2024,October,8648.69,5063.13
Masur/Lentil (Dal/Split),5,2024,November,,
Masur/Lentil (Dal/Split),5,2024,December,,
Groundnut Oil,4,2014,January,,
Groundnut Oil,4,2014,February,,
Groundnut Oil,4,2014,March,,
Groundnut Oil,4,2014,April,,
Groundnut Oil,4,2014,May,,
Groundnut Oil,4,2014,June,3625.0,0.24
Groundnut Oil,4,2014,July,3750.81,1218.1
Groundnut Oil,4,2014,August,3628.95,4.8
Groundnut Oil,4,2014,September,4136.16,6.0
Groundnut Oil,4,2014,October,9248.62,38.0
Groundnut Oil,4,2014,November,9015.54,14.9
Groundnut Oil,4,2014,December,9324.54,6.6
Groundnut Oil,4,2015,January,8449.46,7.5
Groundnut Oil,4,2015,February,7268.59,12.1
Groundnut Oil,4,2015,March,8477.01,21.0
Groundnut Oil,4,2015,April,9859.9,10.2
Groundnut Oil,4,2015,May,,
Groundnut Oil,4,2015,June,7062.78,44.24
Groundnut Oil,4,2015,July,10498.64,27.04
Groundnut Oil,4,2015,August,10660.76,0.58
Groundnut Oil,4,2015,September,6150.0,3.25
Groundnut Oil,4,2015,October,,
Groundnut Oil,4,2015,November,,
Groundnut Oil,4,2015,December,,
Groundnut Oil,4,2016,January,,
Groundnut Oil,4,2016,February,10000.0,0.31
Groundnut Oil,4,2016,March,,
Groundnut Oil,4,2016,April,,
Groundnut Oil,4,2016,May,,
Groundnut Oil,4,2016,June,,
Groundnut Oil,4,2016,July,,
Groundnut Oil,4,2016,August,,
Groundnut Oil,4,2016,September,,
Groundnut Oil,4,2016,October,,
Groundnut Oil,4,2016,November,,
Groundnut Oil,4,2016,December,,
Groundnut Oil,4,2017,January,,
Groundnut Oil,4,2017,February,,
Groundnut Oil,4,2017,March,,
Groundnut Oil,4,2017,April,,
Groundnut Oil,4,2017,May,5100.0,0.16
Groundnut Oil,4,2017,June,,
Groundnut Oil,4,2017,July,,
Groundnut Oil,4,2017,August,,
Groundnut Oil,4,2017,September,,
Groundnut Oil,4,2017,October,5549.0,1.0
Groundnut Oil,4,2017,November,,
Groundnut Oil,4,2017,December,,
Groundnut Oil,4,2018,January,,
Groundnut Oil,4,2018,February,,
Groundnut Oil,4,2018,March,,
Groundnut Oil,4,2018,April,3471.71,131.07
